"date","ticker","price"
2000-01-03,"IBM",91.5388072
2000-02-01,"IBM",88.8024227
2000-03-01,"IBM",87.4843267391304
2000-04-03,"IBM",89.5453406842105
2000-05-01,"IBM",84.5507931363636
2000-06-01,"IBM",89.9993895454545
2000-07-03,"IBM",84.701948
2000-08-01,"IBM",95.9712640434783
2000-09-01,"IBM",98.06463675
2000-10-02,"IBM",81.8344469545455
2000-11-01,"IBM",78.0259622380952
2000-12-01,"IBM",71.70099715
2001-01-02,"IBM",80.1971515714286
2001-02-01,"IBM",87.4615008421053
2001-03-01,"IBM",76.6717635454545
2001-04-02,"IBM",81.9173652
2001-05-01,"IBM",91.3337495
2001-06-01,"IBM",90.570744
2001-07-02,"IBM",84.154629
2001-08-01,"IBM",82.8928583478261
2001-09-04,"IBM",75.0531698666667
2001-10-01,"IBM",80.7088913913043
2001-11-01,"IBM",90.1174138095238
2001-12-03,"IBM",95.7943648
2002-01-02,"IBM",91.7650356190476
2002-02-01,"IBM",81.5440917368421
2002-03-01,"IBM",83.55551835
2002-04-01,"IBM",70.9682538636364
2002-05-01,"IBM",65.4001964090909
2002-06-03,"IBM",59.27648725
2002-07-01,"IBM",55.4697308636364
2002-08-01,"IBM",59.6264233181818
2002-09-03,"IBM",54.4614884
2002-10-01,"IBM",53.7233087391304
2002-11-01,"IBM",65.0736798
2002-12-02,"IBM",64.2374352857143
2003-01-02,"IBM",65.9307301904762
2003-02-03,"IBM",62.1976604210526
2003-03-03,"IBM",63.5905260952381
2003-04-01,"IBM",65.7570808571429
2003-05-01,"IBM",69.8660118095238
2003-06-02,"IBM",66.8248927142857
2003-07-01,"IBM",67.0108198636364
2003-08-01,"IBM",65.4897227619048
2003-09-02,"IBM",71.4905074285714
2003-10-01,"IBM",72.4262335217391
2003-11-03,"IBM",71.8679537368421
2003-12-01,"IBM",74.0344987272727
2004-01-02,"IBM",76.2481278
2004-02-02,"IBM",79.1499171578947
2004-03-01,"IBM",75.1316796956522
2004-04-01,"IBM",73.9935284761905
2004-05-03,"IBM",70.5570667
2004-06-01,"IBM",72.0247018095238
2004-07-01,"IBM",68.828583952381
2004-08-02,"IBM",68.3246162272727
2004-09-01,"IBM",68.9208635238095
2004-10-01,"IBM",70.645375
2004-11-01,"IBM",76.0324444285714
2004-12-01,"IBM",78.6334267727273
2005-01-03,"IBM",76.2663902
2005-02-01,"IBM",75.7288172631579
2005-03-01,"IBM",73.9992828181818
2005-04-01,"IBM",65.7861136666667
2005-05-02,"IBM",61.3168720952381
2005-06-01,"IBM",61.4081343636364
2005-07-01,"IBM",66.07271565
2005-08-01,"IBM",66.922792173913
2005-09-01,"IBM",64.9429826666667
2005-10-03,"IBM",66.8893269047619
2005-11-01,"IBM",69.8861591428571
2005-12-01,"IBM",69.3904661428572
2006-01-03,"IBM",67.35672185
2006-02-01,"IBM",65.9848776842105
2006-03-01,"IBM",67.3208169130435
2006-04-03,"IBM",67.56908
2006-05-01,"IBM",66.9891007272727
2006-06-01,"IBM",64.0278464545455
2006-07-03,"IBM",62.4310077
2006-08-01,"IBM",64.316214
2006-09-01,"IBM",67.4230909
2006-10-02,"IBM",72.0339027727273
2006-11-01,"IBM",76.4989581428571
2006-12-01,"IBM",78.64801485
2007-01-03,"IBM",81.4914308
2007-02-01,"IBM",81.601502631579
2007-03-01,"IBM",77.8633379545455
2007-04-02,"IBM",80.50696325
2007-05-01,"IBM",87.4462008636364
2007-06-01,"IBM",87.2972859047619
2007-07-02,"IBM",93.011157
2007-08-01,"IBM",93.8477096086957
2007-09-04,"IBM",97.5786745789474
2007-10-01,"IBM",97.0792926521739
2007-11-01,"IBM",89.0164303333333
2007-12-03,"IBM",90.94469495
2008-01-02,"IBM",86.2498480952381
2008-02-01,"IBM",91.0144831
2008-03-03,"IBM",97.6984837
2008-04-01,"IBM",100.875572272727
2008-05-01,"IBM",106.305688333333
2008-06-02,"IBM",105.402465714286
2008-07-01,"IBM",105.895165727273
2008-08-01,"IBM",106.460293190476
2008-09-02,"IBM",99.104214
2008-10-01,"IBM",77.8637453913043
2008-11-03,"IBM",70.1613742631579
2008-12-01,"IBM",70.0592448181818
2009-01-02,"IBM",75.22924785
2009-02-02,"IBM",78.4420662105263
2009-03-02,"IBM",78.8601501818182
2009-04-01,"IBM",86.7165981904762
2009-05-01,"IBM",89.47541245
2009-06-01,"IBM",92.0579301818182
2009-07-01,"IBM",95.1087269545455
2009-08-03,"IBM",102.924713190476
2009-09-01,"IBM",103.412945619048
2009-10-01,"IBM",106.303766
2009-11-02,"IBM",109.58264045
2009-12-01,"IBM",112.476302909091
2010-01-04,"IBM",112.391478368421
2010-02-01,"IBM",109.471688894737
2010-03-01,"IBM",111.867278782609
2010-04-01,"IBM",113.369814428571
2010-05-03,"IBM",111.7055176
2010-06-01,"IBM",112.164789954545
2010-07-01,"IBM",112.196431285714
2010-08-02,"IBM",113.072338409091
2010-09-01,"IBM",115.067787095238
2010-10-01,"IBM",123.421546047619
2010-11-01,"IBM",128.102760380952
2010-12-01,"IBM",128.959557454545
2011-01-03,"IBM",135.99980155
2011-02-01,"IBM",145.441012157895
2011-03-01,"IBM",142.995342217391
2011-04-01,"IBM",147.94487215
2011-05-02,"IBM",151.748505857143
2011-06-01,"IBM",148.261898545455
2011-07-01,"IBM",160.2485322
2011-08-01,"IBM",152.145232782609
2011-09-01,"IBM",153.090835095238
2011-10-03,"IBM",163.932607666667
2011-11-01,"IBM",166.185407142857
2011-12-01,"IBM",169.545235333333
2012-01-03,"IBM",167.67087765
2012-02-01,"IBM",175.7043714
2012-03-01,"IBM",184.517829727273
2012-04-02,"IBM",184.8772059
2012-05-01,"IBM",181.584582454545
2012-06-01,"IBM",176.512091095238
2012-07-02,"IBM",173.731326714286
2012-08-01,"IBM",180.459937434783
2012-09-04,"IBM",186.166624157895
